,dateRep,day,month,year,cases,deaths,countriesAndTerritories,geoId,countryterritoryCode,popData2018,continentExp
0,29/05/2020,29,5,2020,580,8,Afghanistan,AF,AFG,37172386.0,Asia
1,28/05/2020,28,5,2020,625,7,Afghanistan,AF,AFG,37172386.0,Asia
2,27/05/2020,27,5,2020,658,1,Afghanistan,AF,AFG,37172386.0,Asia
3,26/05/2020,26,5,2020,591,1,Afghanistan,AF,AFG,37172386.0,Asia
4,25/05/2020,25,5,2020,584,2,Afghanistan,AF,AFG,37172386.0,Asia
5,24/05/2020,24,5,2020,782,11,Afghanistan,AF,AFG,37172386.0,Asia
6,23/05/2020,23,5,2020,540,12,Afghanistan,AF,AFG,37172386.0,Asia
7,22/05/2020,22,5,2020,531,6,Afghanistan,AF,AFG,37172386.0,Asia
8,21/05/2020,21,5,2020,492,9,Afghanistan,AF,AFG,37172386.0,Asia
9,20/05/2020,20,5,2020,581,5,Afghanistan,AF,AFG,37172386.0,Asia
10,19/05/2020,19,5,2020,408,4,Afghanistan,AF,AFG,37172386.0,Asia
11,18/05/2020,18,5,2020,262,1,Afghanistan,AF,AFG,37172386.0,Asia
12,17/05/2020,17,5,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
13,16/05/2020,16,5,2020,1063,32,Afghanistan,AF,AFG,37172386.0,Asia
14,15/05/2020,15,5,2020,113,6,Afghanistan,AF,AFG,37172386.0,Asia
15,14/05/2020,14,5,2020,259,3,Afghanistan,AF,AFG,37172386.0,Asia
16,13/05/2020,13,5,2020,280,5,Afghanistan,AF,AFG,37172386.0,Asia
17,12/05/2020,12,5,2020,285,2,Afghanistan,AF,AFG,37172386.0,Asia
18,11/05/2020,11,5,2020,369,5,Afghanistan,AF,AFG,37172386.0,Asia
19,10/05/2020,10,5,2020,255,6,Afghanistan,AF,AFG,37172386.0,Asia
20,09/05/2020,9,5,2020,215,3,Afghanistan,AF,AFG,37172386.0,Asia
21,08/05/2020,8,5,2020,171,2,Afghanistan,AF,AFG,37172386.0,Asia
22,07/05/2020,7,5,2020,168,9,Afghanistan,AF,AFG,37172386.0,Asia
23,06/05/2020,6,5,2020,330,5,Afghanistan,AF,AFG,37172386.0,Asia
24,05/05/2020,5,5,2020,190,5,Afghanistan,AF,AFG,37172386.0,Asia
25,04/05/2020,4,5,2020,235,13,Afghanistan,AF,AFG,37172386.0,Asia
26,03/05/2020,3,5,2020,134,4,Afghanistan,AF,AFG,37172386.0,Asia
27,02/05/2020,2,5,2020,164,4,Afghanistan,AF,AFG,37172386.0,Asia
28,01/05/2020,1,5,2020,222,4,Afghanistan,AF,AFG,37172386.0,Asia
29,30/04/2020,30,4,2020,122,0,Afghanistan,AF,AFG,37172386.0,Asia
30,29/04/2020,29,4,2020,124,3,Afghanistan,AF,AFG,37172386.0,Asia
31,28/04/2020,28,4,2020,172,0,Afghanistan,AF,AFG,37172386.0,Asia
32,27/04/2020,27,4,2020,68,10,Afghanistan,AF,AFG,37172386.0,Asia
33,26/04/2020,26,4,2020,112,4,Afghanistan,AF,AFG,37172386.0,Asia
34,25/04/2020,25,4,2020,70,1,Afghanistan,AF,AFG,37172386.0,Asia
